round,player_id,first_equip_tick,match_number
19,65289,88757,99
20,65280,94709,99
20,65283,94676,99
20,65286,98398,99
20,65287,97440,99
21,65282,100835,99
21,65283,98838,99
21,65284,101188,99
21,65285,98874,99
21,65286,99864,99
21,65289,99049,99
22,65281,103430,99
22,65282,103890,99
23,65281,108658,99
23,65282,109297,99
5,65284,18595,100
5,65287,18539,100
5,65289,22296,100
6,65280,30412,100
6,65281,29890,100
6,65282,30072,100
6,65284,29437,100
6,65289,29976,100
7,65280,35132,100
7,65281,34883,100
7,65282,34364,100
7,65284,34270,100
8,65280,38838,100
8,65282,38970,100
8,65284,38716,100
8,65287,40694,100
8,65288,41311,100
8,65289,39174,100
9,65280,44848,100
9,65282,44763,100
9,65283,48273,100
9,65288,46545,100
9,65289,44896,100
10,65280,48742,100
10,65281,48939,100
10,65282,49390,100
10,65289,52809,100
11,65280,53773,100
11,65282,53603,100
11,65289,53213,100
12,65282,58720,100
12,65287,58281,100
12,65289,58292,100
